Source: https://search.cannabis.ca.gov/

licenseNumber,licenseType,licenseStatus,businessDbaName,issueDate,licenseDesignation
C10-0000485-LIC,Commercial -  Retailer,Active,Redwood Herbal Alliance,7/22/2019 0:00,Adult-Use and Medicinal
C10-0000486-LIC,Commercial -  Retailer,Active,Traditional,7/22/2019 0:00,Adult-Use and Medicinal
C10-0000487-LIC,Commercial -  Retailer,Active,Green Earth,7/22/2019 0:00,Adult-Use and Medicinal
C10-0000488-LIC,Commercial -  Retailer,Active,Data Not Available,7/23/2019 0:00,Adult-Use and Medicinal
C10-0000489-LIC,Commercial -  Retailer,Active,215,7/23/2019 0:00,Adult-Use and Medicinal
C10-0000490-LIC,Commercial -  Retailer,Active,MEDITHIRVE,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000491-LIC,Commercial -  Retailer,Active,The Westwood Farmacy,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000492-LIC,Commercial -  Retailer,Active,Santa Cruz Veterans Alliance,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000493-LIC,Commercial -  Retailer,Active,515 Broadway,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000494-LIC,Commercial -  Retailer,Active,Mankind,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000495-LIC,Commercial -  Retailer,Active,LEMONNADE MELROSE,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000496-LIC,Commercial -  Retailer,Active,Data Not Available,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000497-LIC,Commercial -  Retailer,Active,Exhale Med Center,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000498-LIC,Commercial -  Retailer,Active,MedMen LAX,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000499-LIC,Commercial -  Retailer,Active,MedMen DTLA,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000500-LIC,Commercial -  Retailer,Active,Connected Stockton,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000501-LIC,Commercial -  Retailer,Active,--------------------------------------------,7/24/2019 0:00,Adult-Use and Medicinal
C10-0000502-LIC,Commercial -  Retailer,Active,dosist AK,7/25/2019 0:00,Adult-Use and Medicinal
C10-0000503-LIC,Commercial -  Retailer,Active,"THE LEONARD MOORE COOPERATIVE, INC.",7/25/2019 0:00,Adult-Use and Medicinal
C10-0000504-LIC,Commercial -  Retailer,Active,HOTN Cultivation Club,7/25/2019 0:00,Adult-Use and Medicinal
C10-0000505-LIC,Commercial -  Retailer,Active,Data Not Available,7/25/2019 0:00,Adult-Use and Medicinal
C10-0000506-LIC,Commercial -  Retailer,Active,iCANN Berkeley,7/25/2019 0:00,Adult-Use and Medicinal
C10-0000507-LIC,Commercial -  Retailer,Active,CannaCruz,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000508-LIC,Commercial -  Retailer,Active,Data Not Available,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000509-LIC,Commercial -  Retailer,Active,The Station,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000510-LIC,Commercial -  Retailer,Active,Data Not Available,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000511-LIC,Commercial -  Retailer,Active,Green Cross of Torrance,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000512-LIC,Commercial -  Retailer,Revoked,SAN FRANCISCO FOUNDATION ON GOING GREEN,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000513-LIC,Commercial -  Retailer,Active,Data Not Available,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000514-LIC,Commercial -  Retailer,Active,Airfield Supply Co.,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000515-LIC,Commercial -  Retailer,Active,The Apothecarium,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000516-LIC,Commercial -  Retailer,Canceled,Data Not Available,7/26/2019 0:00,Medicinal
C10-0000517-LIC,Commercial -  Retailer,Active,Higher Level,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000518-LIC,Commercial -  Retailer,Active,Apothecary 420,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000519-LIC,Commercial -  Retailer,Canceled,Zen Noho,7/26/2019 0:00,Adult-Use and Medicinal
C10-0000520-LIC,Commercial -  Retailer,Active,Green Door Metro,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000521-LIC,Commercial -  Retailer,Active,Data Not Available,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000522-LIC,Commercial -  Retailer,Active,The Apothecarium,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000523-LIC,Commercial -  Retailer,Active,The Apothecarium,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000524-LIC,Commercial -  Retailer,Active,Data Not Available,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000525-LIC,Commercial -  Retailer,Active,Connected 405,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000526-LIC,Commercial -  Retailer,Active,HHC,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000527-LIC,Commercial -  Retailer,Active,Project Cannabis SF,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000528-LIC,Commercial -  Retailer,Active,Data Not Available,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000529-LIC,Commercial -  Retailer,Active,Cloud 8th DTLA,7/29/2019 0:00,Adult-Use and Medicinal
C10-0000530-LIC,Commercial -  Retailer,Active,"FAIRFAX ENTERPRISE, INC.",7/30/2019 0:00,Adult-Use
C10-0000531-LIC,Commercial -  Retailer,Expired,City of Dank,7/31/2019 0:00,Adult-Use and Medicinal
C10-0000532-LIC,Commercial -  Retailer,Active,Lakeside Herbal Solutions,7/31/2019 0:00,Adult-Use and Medicinal
C10-0000533-LIC,Commercial -  Retailer,Expired,HI COLLECTIVE,7/31/2019 0:00,Adult-Use and Medicinal
C10-0000534-LIC,Commercial -  Retailer,Active,F Street Dispensary,8/1/2019 0:00,Adult-Use and Medicinal
C10-0000535-LIC,Commercial -  Retailer,Active,SYNERGY,8/2/2019 0:00,Adult-Use and Medicinal
C10-0000536-LIC,Commercial -  Retailer,Active,Data Not Available,8/5/2019 0:00,Adult-Use and Medicinal
C10-0000537-LIC,Commercial -  Retailer,Active,The Green Easy,8/5/2019 0:00,Adult-Use and Medicinal
C10-0000538-LIC,Commercial -  Retailer,Active,Cornerstone Wellness,8/5/2019 0:00,Adult-Use and Medicinal
C10-0000539-LIC,Commercial -  Retailer,Active,Flower Power SF,8/5/2019 0:00,Adult-Use and Medicinal
C10-0000540-LIC,Commercial -  Retailer,Active,HERB N JOY,8/5/2019 0:00,Adult-Use and Medicinal
C10-0000541-LIC,Commercial -  Retailer,Active,March and Ash,8/6/2019 0:00,Adult-Use and Medicinal
C10-0000542-LIC,Commercial -  Retailer,Active,Data Not Available,8/6/2019 0:00,Adult-Use
C10-0000543-LIC,Commercial -  Retailer,Active,Reefside,8/7/2019 0:00,Adult-Use and Medicinal
C10-0000544-LIC,Commercial -  Retailer,Active,Data Not Available,8/8/2019 0:00,Medicinal
C10-0000545-LIC,Commercial -  Retailer,Inactive,Mr. Nice Guy,8/8/2019 0:00,Adult-Use and Medicinal
C10-0000546-LIC,Commercial -  Retailer,Active,RELEAF MEDS,8/9/2019 0:00,Medicinal
C10-0000547-LIC,Commercial -  Retailer,Active,MR NICE GUY,8/9/2019 0:00,Adult-Use and Medicinal
C10-0000548-LIC,Commercial -  Retailer,Active,Data Not Available,8/9/2019 0:00,Adult-Use and Medicinal
C10-0000549-LIC,Commercial -  Retailer,Active,Greenwolf,8/9/2019 0:00,Adult-Use and Medicinal
C10-0000550-LIC,Commercial -  Retailer,Active,Flora Verde,8/9/2019 0:00,Adult-Use and Medicinal
C10-0000551-LIC,Commercial -  Retailer,Active,Triple C Collective,8/12/2019 0:00,Adult-Use and Medicinal
C10-0000552-LIC,Commercial -  Retailer,Active,Off The Charts,8/12/2019 0:00,Adult-Use and Medicinal
C10-0000553-LIC,Commercial -  Retailer,Canceled,"D & M COMPASSION CENTER, LLC",8/12/2019 0:00,Adult-Use
C10-0000554-LIC,Commercial -  Retailer,Active,Data Not Available,8/12/2019 0:00,Adult-Use and Medicinal
C10-0000555-LIC,Commercial -  Retailer,Active,DRGREENRX,8/12/2019 0:00,Adult-Use and Medicinal
C10-0000556-LIC,Commercial -  Retailer,Active,Data Not Available,8/13/2019 0:00,Adult-Use and Medicinal
C10-0000557-LIC,Commercial -  Retailer,Active,New Amsterdam Naturals,8/13/2019 0:00,Adult-Use and Medicinal
C10-0000558-LIC,Commercial -  Retailer,Active,CPR,8/13/2019 0:00,Adult-Use and Medicinal
C10-0000559-LIC,Commercial -  Retailer,Active,buddha company,8/13/2019 0:00,Adult-Use and Medicinal
C10-0000560-LIC,Commercial -  Retailer,Active,SMARTWEED,8/13/2019 0:00,Adult-Use and Medicinal
C10-0000561-LIC,Commercial -  Retailer,Active,Calaveras Little Trees,8/13/2019 0:00,Adult-Use and Medicinal
C10-0000562-LIC,Commercial -  Retailer,Active,Sierra Green,8/14/2019 0:00,Adult-Use and Medicinal
C10-0000563-LIC,Commercial -  Retailer,Active,VALLEY PURE FARMERSVILLE LLC,8/14/2019 0:00,Adult-Use and Medicinal
C10-0000564-LIC,Commercial -  Retailer,Revoked,adult use recreational retailer,8/14/2019 0:00,Adult-Use
C10-0000565-LIC,Commercial -  Retailer,Active,Theraleaf,8/15/2019 0:00,Adult-Use and Medicinal
C10-0000566-LIC,Commercial -  Retailer,Active,HOLISTIC ALTERNATIVE HERBAL MEDICINE,8/16/2019 0:00,Adult-Use and Medicinal
C10-0000567-LIC,Commercial -  Retailer,Active,PURE LIFE ALTERNATIVE WELLNESS CENTER,8/16/2019 0:00,Adult-Use and Medicinal
C10-0000568-LIC,Commercial -  Retailer,Active,California City Supply,8/18/2019 0:00,Adult-Use and Medicinal
C10-0000569-LIC,Commercial -  Retailer,Active,Mr. Nice Guy,8/19/2019 0:00,Adult-Use and Medicinal
C10-0000570-LIC,Commercial -  Retailer,Active,Tradecraft,8/20/2019 0:00,Medicinal
C10-0000571-LIC,Commercial -  Retailer,Active,WHTC,8/20/2019 0:00,Adult-Use and Medicinal
C10-0000572-LIC,Commercial -  Retailer,Active,La Brea Collective,8/20/2019 0:00,Adult-Use and Medicinal
C10-0000573-LIC,Commercial -  Retailer,Active,Data Not Available,8/20/2019 0:00,Adult-Use and Medicinal
C10-0000574-LIC,Commercial -  Retailer,Active,Data Not Available,8/21/2019 0:00,Adult-Use and Medicinal
C10-0000575-LIC,Commercial -  Retailer,Active,7 Stars Holistic Healing Center,8/21/2019 0:00,Adult-Use and Medicinal
C10-0000576-LIC,Commercial -  Retailer,Active,THE HONEST CHOICE,8/21/2019 0:00,Adult-Use and Medicinal
C10-0000577-LIC,Commercial -  Retailer,Active,"Medallion Wellness, Inc",8/21/2019 0:00,Adult-Use and Medicinal
C10-0000578-LIC,Commercial -  Retailer,Active,Data Not Available,8/21/2019 0:00,Adult-Use and Medicinal
C10-0000579-LIC,Commercial -  Retailer,Active,"BLUNTS AND MOORE, LLC",8/21/2019 0:00,Adult-Use and Medicinal
C10-0000580-LIC,Commercial -  Retailer,Active,"DESERT CARE CONNECTION, LLC",8/22/2019 0:00,Adult-Use and Medicinal
C10-0000581-LIC,Commercial -  Retailer,Active,Liberty Cannabis,8/22/2019 0:00,Adult-Use and Medicinal
C10-0000582-LIC,Commercial -  Retailer,Active,Vallejo Relief Center,8/22/2019 0:00,Adult-Use and Medicinal
C10-0000583-LIC,Commercial -  Retailer,Active,MexCal Factory,8/23/2019 0:00,Adult-Use
C10-0000584-LIC,Commercial -  Retailer,Active,Hazy Bulldog Farms LLC,8/23/2019 0:00,Adult-Use and Medicinal
C10-0000585-LIC,Commercial -  Retailer,Active,HAZELWOOD PATIENTS COLLECTIVE,8/23/2019 0:00,Adult-Use and Medicinal
C10-0000586-LIC,Commercial -  Retailer,Active,Urban Pharm,8/26/2019 0:00,Adult-Use and Medicinal
C10-0000587-LIC,Commercial -  Retailer,Active,The Green Door,8/26/2019 0:00,Adult-Use and Medicinal
C10-0000588-LIC,Commercial -  Retailer,Active,Data Not Available,8/27/2019 0:00,Medicinal
C10-0000589-LIC,Commercial -  Retailer,Active,REEFER MADNESS LLC,8/27/2019 0:00,Adult-Use and Medicinal
C10-0000590-LIC,Commercial -  Retailer,Active,680 Broadway Master LLC,8/27/2019 0:00,Adult-Use and Medicinal
C10-0000591-LIC,Commercial -  Retailer,Expired,Data Not Available,8/28/2019 0:00,Adult-Use
C10-0000592-LIC,Commercial -  Retailer,Active,Harvest of Venice,8/29/2019 0:00,Adult-Use and Medicinal
C10-0000593-LIC,Commercial -  Retailer,Active,Harvest of Palm Springs,8/29/2019 0:00,Adult-Use and Medicinal
C10-0000594-LIC,Commercial -  Retailer,Active,"Palm Royale Collective, Inc.",8/29/2019 0:00,Adult-Use and Medicinal
C10-0000595-LIC,Commercial -  Retailer,Active,Data Not Available,8/29/2019 0:00,Adult-Use and Medicinal
C10-0000596-LIC,Commercial -  Retailer,Active,Royal Apothecary,8/29/2019 0:00,Adult-Use and Medicinal
C10-0000597-LIC,Commercial -  Retailer,Active,Foothill Wellness Center,8/30/2019 0:00,Adult-Use and Medicinal
C10-0000598-LIC,Commercial -  Retailer,Canceled,GGR,8/30/2019 0:00,Adult-Use and Medicinal
C10-0000599-LIC,Commercial -  Retailer,Active,Data Not Available,8/30/2019 0:00,Adult-Use and Medicinal
C10-0000600-LIC,Commercial -  Retailer,Active,Original Cannabis Cafe,9/1/2019 0:00,Adult-Use
C10-0000601-LIC,Commercial -  Retailer,Active,OnePlant Atwater,9/3/2019 0:00,Adult-Use and Medicinal
C10-0000602-LIC,Commercial -  Retailer,Active,Data Not Available,9/3/2019 0:00,Adult-Use and Medicinal
C10-0000603-LIC,Commercial -  Retailer,Active,Buds & Roses,9/4/2019 0:00,Adult-Use and Medicinal
C10-0000604-LIC,Commercial -  Retailer,Active,The Shop WH and The Loft,9/4/2019 0:00,Adult-Use and Medicinal
C10-0000605-LIC,Commercial -  Retailer,Active,Data Not Available,9/5/2019 0:00,Adult-Use and Medicinal
C10-0000606-LIC,Commercial -  Retailer,Active,Kannabis Works,9/5/2019 0:00,Adult-Use and Medicinal
C10-0000607-LIC,Commercial -  Retailer,Active,Data Not Available,9/6/2019 0:00,Medicinal
C10-0000608-LIC,Commercial -  Retailer,Active,Token Farms,9/6/2019 0:00,Adult-Use and Medicinal
C10-0000609-LIC,Commercial -  Retailer,Active,Marin Alliance for Medical Marijuana,9/10/2019 0:00,Medicinal
C10-0000610-LIC,Commercial -  Retailer,Active,Highway 395 Dispensary,9/10/2019 0:00,Adult-Use and Medicinal
C10-0000611-LIC,Commercial -  Retailer,Active,Data Not Available,9/12/2019 0:00,Adult-Use and Medicinal
C10-0000612-LIC,Commercial -  Retailer,Active,Plantacea,9/12/2019 0:00,Adult-Use and Medicinal
C10-0000613-LIC,Commercial -  Retailer,Active,"Medallion Wellness, Inc",9/12/2019 0:00,Adult-Use and Medicinal
C10-0000614-LIC,Commercial -  Retailer,Active,Barbary Coast Sunset,9/13/2019 0:00,Adult-Use and Medicinal
C10-0000615-LIC,Commercial -  Retailer,Active,Papa and Barkley,9/13/2019 0:00,Adult-Use and Medicinal
C10-0000616-LIC,Commercial -  Retailer,Active,Data Not Available,9/16/2019 0:00,Adult-Use and Medicinal
C10-0000617-LIC,Commercial -  Retailer,Active,"TD MAMMOTH, INC.",9/16/2019 0:00,Adult-Use and Medicinal
C10-0000618-LIC,Commercial -  Retailer,Active,Urbn Leaf,9/16/2019 0:00,Adult-Use and Medicinal
C10-0000619-LIC,Commercial -  Retailer,Active,Tioga Green,9/17/2019 0:00,Adult-Use
C10-0000620-LIC,Commercial -  Retailer,Active,blueFIRE,9/18/2019 0:00,Adult-Use and Medicinal
C10-0000621-LIC,Commercial -  Retailer,Active,Livity,9/18/2019 0:00,Adult-Use and Medicinal
C10-0000622-LIC,Commercial -  Retailer,Active,Strains,9/19/2019 0:00,Adult-Use and Medicinal
C10-0000623-LIC,Commercial -  Retailer,Active,Data Not Available,9/24/2019 0:00,Adult-Use and Medicinal
C10-0000624-LIC,Commercial -  Retailer,Active,OPG - Ontana Planet Green,9/24/2019 0:00,Adult-Use and Medicinal
C10-0000625-LIC,Commercial -  Retailer,Active,"LAHC, INC.",9/27/2019 0:00,Adult-Use and Medicinal
C10-0000626-LIC,Commercial -  Retailer,Inactive,Data Not Available,10/1/2019 0:00,Adult-Use and Medicinal
C10-0000627-LIC,Commercial -  Retailer,Active,Deli By Caliva Bellflower,10/8/2019 0:00,Adult-Use and Medicinal
C10-0000628-LIC,Commercial -  Retailer,Active,One Plant Monterey,10/8/2019 0:00,Adult-Use and Medicinal
C10-0000629-LIC,Commercial -  Retailer,Active,Data Not Available,10/8/2019 0:00,Adult-Use
C10-0000630-LIC,Commercial -  Retailer,Active,Data Not Available,10/8/2019 0:00,Adult-Use and Medicinal
C10-0000631-LIC,Commercial -  Retailer,Active,The 420 Bank and Lounge,10/9/2019 0:00,Adult-Use and Medicinal
C10-0000632-LIC,Commercial -  Retailer,Active,Reese Dreams,10/10/2019 0:00,Adult-Use and Medicinal
C10-0000633-LIC,Commercial -  Retailer,Active,Data Not Available,10/10/2019 0:00,Adult-Use and Medicinal
C10-0000634-LIC,Commercial -  Retailer,Active,San Diego Recreational Cannabis,10/14/2019 0:00,Adult-Use and Medicinal
C10-0000635-LIC,Commercial -  Retailer,Expired,The Gas Station,10/15/2019 0:00,Adult-Use and Medicinal
C10-0000636-LIC,Commercial -  Retailer,Active,March and Ash,10/15/2019 0:00,Adult-Use and Medicinal
C10-0000637-LIC,Commercial -  Retailer,Active,Data Not Available,10/16/2019 0:00,Adult-Use and Medicinal
C10-0000638-LIC,Commercial -  Retailer,Active,Data Not Available,10/17/2019 0:00,Adult-Use and Medicinal
C10-0000639-LIC,Commercial -  Retailer,Active,365 Recreational Cannabis,10/18/2019 0:00,Adult-Use and Medicinal
C10-0000640-LIC,Commercial -  Retailer,Active,BLOOMERANG,10/18/2019 0:00,Adult-Use and Medicinal
C10-0000641-LIC,Commercial -  Retailer,Expired,Sundialed North,10/22/2019 0:00,Adult-Use and Medicinal
C10-0000642-LIC,Commercial -  Retailer,Active,2018HMO LLC,10/23/2019 0:00,Adult-Use and Medicinal
C10-0000643-LIC,Commercial -  Retailer,Active,The Artist Tree,10/24/2019 0:00,Adult-Use and Medicinal
C10-0000644-LIC,Commercial -  Retailer,Active,Humanity Wellness,10/29/2019 0:00,Adult-Use and Medicinal
C10-0000645-LIC,Commercial -  Retailer,Active,Data Not Available,10/30/2019 0:00,Adult-Use and Medicinal
C10-0000646-LIC,Commercial -  Retailer,Active,CBD THERAPEUTICS LLC,11/4/2019 0:00,Adult-Use and Medicinal
C10-0000647-LIC,Commercial -  Retailer,Active,"Kure Wellness, Inc",11/5/2019 0:00,Adult-Use and Medicinal
C10-0000648-LIC,Commercial -  Retailer,Active,One Plant Antioch,11/5/2019 0:00,Adult-Use and Medicinal
C10-0000649-LIC,Commercial -  Retailer,Active,DELTA DISPENSARY INC,11/6/2019 0:00,Adult-Use and Medicinal
C10-0000650-LIC,Commercial -  Retailer,Active,The Fireplace,11/7/2019 0:00,Adult-Use
C10-0000651-LIC,Commercial -  Retailer,Active,Atomic Budz,11/8/2019 0:00,Adult-Use and Medicinal
C10-0000652-LIC,Commercial -  Retailer,Active,Data Not Available,11/8/2019 0:00,Adult-Use
C10-0000653-LIC,Commercial -  Retailer,Active,Data Not Available,11/12/2019 0:00,Adult-Use and Medicinal
C10-0000654-LIC,Commercial -  Retailer,Expired,Harvest,11/14/2019 0:00,Adult-Use and Medicinal
C10-0000655-LIC,Commercial -  Retailer,Active,BERNERS MERCED,11/14/2019 0:00,Adult-Use and Medicinal
C10-0000656-LIC,Commercial -  Retailer,Active,Doobie Nights,11/18/2019 0:00,Adult-Use and Medicinal
C10-0000657-LIC,Commercial -  Retailer,Active,Urbn Leaf,11/18/2019 0:00,Medicinal
C10-0000658-LIC,Commercial -  Retailer,Active,Data Not Available,11/23/2019 0:00,Adult-Use and Medicinal
C10-0000659-LIC,Commercial -  Retailer,Active,Surf City Original,12/4/2019 0:00,Adult-Use and Medicinal
C10-0000660-LIC,Commercial -  Retailer,Active,Berner's on Haight,12/4/2019 0:00,Adult-Use and Medicinal
C10-0000661-LIC,Commercial -  Retailer,Active,SCREAMING EAGLE,12/6/2019 0:00,Adult-Use and Medicinal
C10-0000662-LIC,Commercial -  Retailer,Active,Data Not Available,12/9/2019 0:00,Adult-Use and Medicinal
C10-0000663-LIC,Commercial -  Retailer,Active,Eureka Sky,12/11/2019 0:00,Adult-Use
C10-0000664-LIC,Commercial -  Retailer,Active,Data Not Available,12/18/2019 0:00,Adult-Use and Medicinal
C10-0000665-LIC,Commercial -  Retailer,Active,VALLEY PURE,12/18/2019 0:00,Adult-Use and Medicinal
C10-0000666-LIC,Commercial -  Retailer,Active,VALLEY PURE,12/18/2019 0:00,Adult-Use and Medicinal
C10-0000667-LIC,Commercial -  Retailer,Active,Velvet Cannabis,12/18/2019 0:00,Adult-Use and Medicinal
C10-0000668-LIC,Commercial -  Retailer,Active,Data Not Available,12/19/2019 0:00,Adult-Use and Medicinal
C10-0000669-LIC,Commercial -  Retailer,Active,The Boulevard,12/23/2019 0:00,Medicinal
C10-0000670-LIC,Commercial -  Retailer,Active,California Street Cannabis Co.,12/27/2019 0:00,Adult-Use
C10-0000671-LIC,Commercial -  Retailer,Active,The Syndicate,1/7/2020 0:00,Adult-Use and Medicinal
C10-0000672-LIC,Commercial -  Retailer,Active,"Eagle Eye, LLC",1/8/2020 0:00,Medicinal
C10-0000673-LIC,Commercial -  Retailer,Active,Data Not Available,1/8/2020 0:00,Adult-Use and Medicinal
C10-0000674-LIC,Commercial -  Retailer,Active,Medallion Wellness,1/13/2020 0:00,Adult-Use and Medicinal
C10-0000675-LIC,Commercial -  Retailer,Active,One Plant Palm Springs,1/14/2020 0:00,Adult-Use and Medicinal
C10-0000676-LIC,Commercial -  Retailer,Active,"LCB Retail, Inc",1/14/2020 0:00,Adult-Use and Medicinal
C10-0000677-LIC,Commercial -  Retailer,Active,The Hook,1/14/2020 0:00,Adult-Use and Medicinal
C10-0000678-LIC,Commercial -  Retailer,Active,The Sanctuary,1/15/2020 0:00,Adult-Use and Medicinal
C10-0000679-LIC,Commercial -  Retailer,Active,Foothill Health and Wellness,1/15/2020 0:00,Medicinal
C10-0000680-LIC,Commercial -  Retailer,Active,Data Not Available,1/17/2020 0:00,Medicinal
C10-0000681-LIC,Commercial -  Retailer,Active,Harborside,1/17/2020 0:00,Adult-Use and Medicinal
C10-0000682-LIC,Commercial -  Retailer,Active,SHANGO,1/21/2020 0:00,Adult-Use
C10-0000683-LIC,Commercial -  Retailer,Active,CULTURE CANNABIS CLUB,1/22/2020 0:00,Adult-Use and Medicinal
C10-0000684-LIC,Commercial -  Retailer,Active,Data Not Available,2/6/2020 0:00,Adult-Use and Medicinal
C10-0000685-LIC,Commercial -  Retailer,Active,The Green Chamber,2/19/2020 0:00,Adult-Use
C10-0000686-LIC,Commercial -  Retailer,Active,Remedy Room,2/19/2020 0:00,Adult-Use
C10-0000687-LIC,Commercial -  Retailer,Active,Kiskanu MFG,2/19/2020 0:00,Adult-Use and Medicinal
C10-0000688-LIC,Commercial -  Retailer,Active,Proper Wellness Center,2/24/2020 0:00,Adult-Use and Medicinal
C10-0000689-LIC,Commercial -  Retailer,Active,The Kana Company,3/3/2020 0:00,Adult-Use and Medicinal
C10-0000690-LIC,Commercial -  Retailer,Expired,Data Not Available,3/4/2020 0:00,Adult-Use and Medicinal
C10-0000691-LIC,Commercial -  Retailer,Active,Data Not Available,3/4/2020 0:00,Adult-Use and Medicinal
C10-0000692-LIC,Commercial -  Retailer,Active,Data Not Available,3/5/2020 0:00,Adult-Use and Medicinal
C10-0000693-LIC,Commercial -  Retailer,Active,Three Greens Collective,3/5/2020 0:00,Adult-Use and Medicinal
C10-0000694-LIC,Commercial -  Retailer,Canceled,Data Not Available,3/10/2020 0:00,Adult-Use and Medicinal
C10-0000695-LIC,Commercial -  Retailer,Active,Embarc Tahoe,3/11/2020 0:00,Adult-Use and Medicinal
C10-0000696-LIC,Commercial -  Retailer,Active,Humboldt Herb & Market,3/16/2020 0:00,Adult-Use and Medicinal
C10-0000697-LIC,Commercial -  Retailer,Active,Skunkmasters,3/18/2020 0:00,Adult-Use and Medicinal
C10-0000698-LIC,Commercial -  Retailer,Active,Papa and Barkley,4/2/2020 0:00,Adult-Use and Medicinal
C10-0000699-LIC,Commercial -  Retailer,Expired,Data Not Available,4/6/2020 0:00,Adult-Use
C10-0000700-LIC,Commercial -  Retailer,Active,Data Not Available,4/7/2020 0:00,Adult-Use and Medicinal
C10-0000701-LIC,Commercial -  Retailer,Active,Data Not Available,4/17/2020 0:00,Adult-Use and Medicinal
C10-0000702-LIC,Commercial -  Retailer,Active,Planet 13 Orange County,4/17/2020 0:00,Adult-Use
C10-0000703-LIC,Commercial -  Retailer,Active,Data Not Available,4/17/2020 0:00,Adult-Use and Medicinal
C10-0000704-LIC,Commercial -  Retailer,Active,Magic Flower,4/18/2020 0:00,Adult-Use and Medicinal
C10-0000705-LIC,Commercial -  Retailer,Active,Napa Cannabis Collective,4/20/2020 0:00,Medicinal
C10-0000706-LIC,Commercial -  Retailer,Active,The Apothecarium Capitola,4/20/2020 0:00,Adult-Use and Medicinal
C10-0000707-LIC,Commercial -  Retailer,Active,Wild Seed Wellness,4/21/2020 0:00,Adult-Use and Medicinal
C10-0000708-LIC,Commercial -  Retailer,Expired,Data Not Available,4/21/2020 0:00,Adult-Use
C10-0000709-LIC,Commercial -  Retailer,Active,Kure,5/1/2020 0:00,Adult-Use and Medicinal
C10-0000710-LIC,Commercial -  Retailer,Active,CJs,5/6/2020 0:00,Adult-Use and Medicinal
C10-0000711-LIC,Commercial -  Retailer,Active,ALL ABOUT WELLNESS,5/11/2020 0:00,Adult-Use and Medicinal
C10-0000712-LIC,Commercial -  Retailer,Active,Herbal Pain Relief Center/HPRC,5/12/2020 0:00,Adult-Use and Medicinal
C10-0000713-LIC,Commercial -  Retailer,Active,Stiiizy,5/12/2020 0:00,Adult-Use and Medicinal
C10-0000714-LIC,Commercial -  Retailer,Active,Empire Gardens,5/12/2020 0:00,Adult-Use and Medicinal
C10-0000715-LIC,Commercial -  Retailer,Active,Cannablue,5/13/2020 0:00,Adult-Use and Medicinal
C10-0000716-LIC,Commercial -  Retailer,Active,From the Earth,5/18/2020 0:00,Adult-Use and Medicinal
C10-0000717-LIC,Commercial -  Retailer,Active,Culture Cannabis Club,5/27/2020 0:00,Adult-Use and Medicinal
C10-0000718-LIC,Commercial -  Retailer,Active,Data Not Available,6/1/2020 0:00,Adult-Use and Medicinal
C10-0000719-LIC,Commercial -  Retailer,Active,Seaweed Holistics,6/2/2020 0:00,Adult-Use and Medicinal
C10-0000720-LIC,Commercial -  Retailer,Active,Stiiizy,6/3/2020 0:00,Adult-Use and Medicinal
C10-0000721-LIC,Commercial -  Retailer,Active,Global Greenz,6/4/2020 0:00,Adult-Use and Medicinal
C10-0000722-LIC,Commercial -  Retailer,Active,EMERALD TRIANGLE CANNABIS,6/4/2020 0:00,Adult-Use and Medicinal
C10-0000723-LIC,Commercial -  Retailer,Active,Lucky's,6/5/2020 0:00,Medicinal
C10-0000724-LIC,Commercial -  Retailer,Active,Data Not Available,6/8/2020 0:00,Adult-Use and Medicinal
C10-0000725-LIC,Commercial -  Retailer,Active,From the Earth,6/11/2020 0:00,Adult-Use and Medicinal
C10-0000726-LIC,Commercial -  Retailer,Expired,"MEDALLION WELLNESS, INC.",6/11/2020 0:00,Adult-Use and Medicinal
